mode,depth,components,cartesian_log2_states,strategy,success,final_regions,final_states,final_inputs,final_outputs,wall_seconds,generations,merges,candidate_evaluations,oversized_candidates,all_transition_evaluations,selected_transition_evaluations,peak_candidate_raw_states,peak_selected_raw_states,peak_quotient_states,peak_description_bits,selected_total_gain_bits,recovered_oracle_clusters,oracle_cluster_count,cluster_recall,failure
hyper,6,127,127,morph_hyper_batch,True,1,128,2,1,2.4627810390002196,9,126,261,0,268096,130512,8192,8192,128,434176,120.0,107,126,0.8492063492063492,
